Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Return,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,MA_7,STD_7,MA_14,STD_14,MA_21,STD_21,Momentum_7,Volume_change
2019-01-03,RELIANCE,EQ,1106.4,1107.5,1114.6,1090.1,1090.3,1092.75,1101.37,7446457.0,8201291658.0,231404.0,2883339.0,38.72,-0.01233731019522788,1106.4,1121.0,1121.25,1125.55,1120.2,1112.2142857142858,12.944294569629506,1115.6142857142856,15.897707001713844,1116.0261904761905,17.761690650430435,3.599999999999909,0.04219569851238014
2019-01-04,RELIANCE,EQ,1092.75,1097.4,1104.45,1081.1,1099.6,1098.65,1093.06,8465141.0,9252946937.0,189220.0,3496807.0,41.31,0.0053992221459620016,1092.75,1106.4,1121.0,1121.25,1125.55,1112.257142857143,12.891128363210402,1114.6464285714287,16.52177426082102,1113.3357142857142,15.698408700055209,0.3000000000001819,0.13680116597732317
2019-01-07,RELIANCE,EQ,1098.65,1107.0,1118.45,1101.0,1104.9,1104.75,1110.32,5513559.0,6121831037.0,112082.0,2138247.0,38.78,0.005552268693396423,1098.65,1092.75,1106.4,1121.0,1121.25,1110.05,12.62441417785042,1112.8500000000001,16.097503389807628,1112.435714285714,15.619092025913966,-15.450000000000045,-0.348674877358806
2019-01-08,RELIANCE,EQ,1104.75,1105.1,1109.95,1096.0,1101.0,1104.65,1103.82,5625153.0,6209150563.0,103758.0,2263675.0,40.24,-9.051821679106897e-05,1104.75,1098.65,1092.75,1106.4,1121.0,1107.0642857142857,10.667423708281493,1110.5821428571428,14.700387320165722,1111.047619047619,14.904432865671321,-20.899999999999864,0.02023992125594365
2019-01-09,RELIANCE,EQ,1104.65,1112.0,1117.0,1098.7,1109.25,1110.75,1110.55,5766805.0,6404322207.0,186143.0,2004031.0,34.75,0.0055221110759062775,1104.65,1104.75,1098.65,1092.75,1106.4,1105.5642857142857,8.9383403701138,1108.7214285714285,12.629326589733195,1112.0238095238096,14.12511609727823,-10.5,0.025181892830292707
2019-01-10,RELIANCE,EQ,1110.75,1107.75,1111.0,1103.0,1107.6,1107.5,1106.3,4080283.0,4514020687.0,92025.0,2045495.0,50.13,-0.002925950934053567,1110.75,1104.65,1104.75,1098.65,1092.75,1103.6357142857144,6.038950949627422,1107.225,11.281106567392532,1112.497619047619,13.777948651642685,-13.5,-0.2924534469259842
2019-01-11,RELIANCE,EQ,1107.5,1107.6,1113.8,1088.6,1095.5,1098.05,1099.31,6463903.0,7105842454.0,162386.0,2382676.0,36.86,-0.008532731376975189,1107.5,1110.75,1104.65,1104.75,1098.65,1102.4428571428573,6.223773545320702,1107.0714285714287,11.398122556037446,1111.904761904762,14.131524199114557,-8.350000000000136,0.5841800679021529
2019-01-14,RELIANCE,EQ,1098.05,1095.0,1100.5,1086.4,1099.0,1096.8,1093.55,4111782.0,4496426169.0,97120.0,1851833.0,45.04,-0.001138381676608513,1098.05,1107.5,1110.75,1104.65,1104.75,1103.0214285714287,5.290861393600431,1107.617857142857,10.630391973804898,1111.4166666666667,14.480299835742974,4.0499999999999545,-0.3638855657332729
2019-01-15,RELIANCE,EQ,1096.8,1105.0,1132.0,1105.0,1130.95,1129.65,1124.77,10062875.0,11318469360.0,187957.0,4195032.0,41.69,0.029950765864332762,1096.8,1098.05,1107.5,1110.75,1104.65,1107.45,10.95935673297398,1109.8535714285715,11.76243146446752,1112.247619047619,15.018192935480055,31.0,1.447326974046776
2019-01-16,RELIANCE,EQ,1129.65,1135.0,1145.0,1130.35,1136.5,1135.9,1139.05,6382777.0,7270322619.0,129953.0,2077966.0,32.56,0.005532687115478163,1129.65,1096.8,1098.05,1107.5,1110.75,1111.9,15.188482478529131,1110.975,13.45183358963857,1112.5333333333333,15.422445763659447,31.15000000000009,-0.3657103958858676
