Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Return,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,MA_7,STD_7,MA_14,STD_14,MA_21,STD_21,Momentum_7,Volume_change
2016-01-01,RELIANCE,EQ,0.16507151686385313,0.156898722791869,0.1568034350730344,0.16643888175011468,0.16382709685378305,0.1650170243091298,0.1632147653268854,0.04287562129612456,0.02654204527848298,0.06742501506493363,0.05182761931154535,0.4359836279717844,0.7431793250832336,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.15157231178298347,0.0,0.14230549254479008,0.0,0.13947221497205864,0.0,0.7467753493371554,0.08367002681319051
2016-01-04,RELIANCE,EQ,0.16560127141091308,0.1534448641842059,0.1532571046124025,0.15081934461511914,0.14944640504734086,0.1509048838211875,0.15142833320619686,0.3198375536385787,0.19714893401197595,0.14546672468439134,0.62162352839193,0.8450753287468431,0.7431793250832336,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.14440262624534006,0.032685332351341044,0.13505749723391003,0.03544154331005667,0.1321942990090419,0.03656818631730455,0.7467753493371554,0.5083134363687597
2016-01-05,RELIANCE,EQ,0.15143916651951272,0.15006296096420224,0.15061474073977488,0.15830219263793088,0.15776464834714565,0.15783778076912924,0.15462152673678686,0.14949745536969966,0.09230328477536266,0.13163032094142452,0.2387571254524273,0.650701036314552,0.7887862322469018,0.1509048838211875,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.14436090737687501,0.023113193920857505,0.13501532269760397,0.025062228359021117,0.13215195037085314,0.025858925728538,0.7467753493371554,0.03678264418030984
2016-01-06,RELIANCE,EQ,0.15839660957089885,0.15531570426335672,0.1703629338930973,0.16077225897555814,0.17475360288318764,0.1768768530982483,0.17217699516940788,0.2816730060430366,0.17897266222530325,0.35347838679611754,0.3573111942879571,0.5035617869894626,0.8149639533369215,0.15783778076912924,0.1509048838211875,0.1650170243091298,0.1650170243091298,0.1650170243091298,0.1491764567654168,0.0363323002527781,0.13988346917407202,0.039396044045731916,0.1370401931789308,0.04064839576047113,0.7467753493371554,0.1571124881703717
2016-01-07,RELIANCE,EQ,0.177503090234858,0.1649937039035798,0.16313120118906366,0.16632990823521931,0.16756325697996655,0.16353894475677677,0.16407337958733292,0.20313132292313096,0.12743137918126757,0.2307692518870631,0.3011437016612696,0.6041626752590787,0.7453148500040363,0.1768768530982483,0.15783778076912924,0.1509048838211875,0.1650170243091298,0.1650170243091298,0.14935525191598154,0.031491077835055496,0.14006421718681217,0.034146582539666084,0.1372216873425971,0.03523206033907138,0.7467753493371554,0.05929504353998727
2016-01-08,RELIANCE,EQ,0.16411795867914536,0.16423817233315352,0.16653845986692573,0.17261404759418264,0.17355521189931755,0.1723370373303068,0.170729414102207,0.22073354553534982,0.13989297352270244,0.38799691975297623,0.33606765797892435,0.6256204824523208,0.7925402584023129,0.16353894475677677,0.1768768530982483,0.15783778076912924,0.1509048838211875,0.1650170243091298,0.1509644082710636,0.030899755954629876,0.14169094930147352,0.033505397074270964,0.1388551348155933,0.03457049237750173,0.7467753493371554,0.09107544600782333
2016-01-11,RELIANCE,EQ,0.17294720113014317,0.1613239791329376,0.18593897356332323,0.1684730540281606,0.19230650611752165,0.19053149277236692,0.18619156677588578,0.3069205119074053,0.1990065141833024,0.2982887058981789,0.430899068638844,0.5725333101105983,0.812332573639038,0.1723370373303068,0.16353894475677677,0.1768768530982483,0.15783778076912924,0.1509048838211875,0.15475486546303474,0.042904078902526156,0.14552280717156485,0.04652199201332525,0.1427028110853179,0.048000868836676855,0.7467753493371554,0.1172531416943958
2016-01-12,RELIANCE,EQ,0.19120607451880633,0.1894225580140313,0.18913762456703043,0.19034040601715418,0.18553912173801945,0.1862028312261902,0.1898814793001229,0.2437836369568262,0.15889966320237559,0.3155666405403884,0.36952413822995145,0.6245057911695551,0.7645626565390015,0.19053149277236692,0.1723370373303068,0.16353894475677677,0.1768768530982483,0.15783778076912924,0.15783014205274692,0.047868345182805694,0.14784090043495723,0.048672879953255095,0.14503047373433753,0.050220130854893755,0.7467753493371554,0.06559966140365689
2016-01-13,RELIANCE,EQ,0.18686208723291553,0.18805540564849788,0.20606961411926272,0.19477199562289715,0.20584127487652604,0.2083036397708976,0.1954376360433494,0.7856263721450627,0.5159548881753516,0.3867011295611746,0.9999999999999999,0.610154140903945,0.8197695254404007,0.1862028312261902,0.19053149277236692,0.1723370373303068,0.16353894475677677,0.1768768530982483,0.1661619960690608,0.05639090905484654,0.15216630079539173,0.06392157831574578,0.14937372990096176,0.06595356655597708,0.7928609817269798,0.27619178357737817
2016-01-14,RELIANCE,EQ,0.20904114426982168,0.19579060982191043,0.1999852236230807,0.19902196270381445,0.19685334249749975,0.19760515920148525,0.20003583472739894,0.29356990005249295,0.19410598078974173,0.3018576195620394,0.40494558534203173,0.5595750239484456,0.7518437081492958,0.2083036397708976,0.1862028312261902,0.19053149277236692,0.1723370373303068,0.16353894475677677,0.17193452521586317,0.05040559866462912,0.15452767316627913,0.06556376405183281,0.1517448503191704,0.06764795535387715,0.7704227875313512,0.026757969096361793
